trade_licence_no,business_name,proprietor_name,trade_category,business_address,ward_name,ward_no,pin_code,pan,gstin,mobile,email,licence_issue_date,licence_expiry_date,licence_status,num_employees,annual_turnover
BBMP/560058/0145,Global Plastics Traders,Suresh Reddy,PRINTING,"2nd Cross, BEL Road, Bengaluru, 560058",BEL Road,15,560058,SAZAO9133G,29SAZAO9133G4ZN,9193238812,,2016-07-22,2027-07-22,ACTIVE,353,28443864.0
BBMP/560100/0146,Metals Indian Enterprises,Anitha Kumar,FACTORY,"Industrial Road, Hosur Road, Bengaluru, 560100",Hosur Road,133,560100,RSECP3958F,,,,2012-07-10,2027-07-10,ACTIVE,251,40969167.0
BBMP/560058/0148,Star Auto Parts Private Limited,Anitha Nair,PHARMA,"Factory Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,77,560058,XXIAE3063Q,29XXIAE3063Q2ZJ,,,1999-11-17,2027-11-17,ACTIVE,157,13284104.0
BBMP/560058/0149,Ceramics Mahalaxmi Group,Anitha Rao,CHEMICAL,"659/6, Service Road, Peenya, Bengaluru, 560058",Peenya,67,560058,IGYFP2969N,29IGYFP2969N2ZO,9393766867,,2007-04-06,2027-04-06,CANCELLED,388,49372538.0
BBMP/560100/0151,Ceramics Infosys Group,Suresh Sharma,PHARMA,"Factory Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,1,560100,UJMAN5491E,29UJMAN5491E2ZW,9422794932,,2006-01-15,2027-01-15,ACTIVE,153,739113.0
BBMP/560100/0152,Janatha Metals Inds,Rajesh Rao,CHEMICAL,"897/9, 2nd Cross, Hosur Road, Bengaluru, 560100",Hosur Road,51,560100,,,,,2000-06-15,2027-06-15,ACTIVE,481,1905086.0
BBMP/560100/0153,Titan Textiles Works,Ramesh Rao,PRINTING,"523/4, 2nd Cross, Bommanahalli, Bengaluru, 560100",Bommanahalli,39,560100,,,9254204074,,2018-01-27,2027-01-27,ACTIVE,668,29189233.0
BBMP/560058/0154,Mphasis Paints Mfg,Ramesh Rao,FACTORY,"663/7, 3rd Main, Peenya, Bengaluru, 560058",Peenya,119,560058,XVFCK8437X,29XVFCK8437X4Z9,9535932640,,1998-07-11,2027-07-11,ACTIVE,241,39801357.0
BBMP/560058/0155,Engg Southern Works,Priya Kumar,FACTORY,"424/4, Main Road, Peenya, Bengaluru, B'lore",Peenya,46,560058,ZBPCI5635I,29ZBPCI5635I8ZT,9356424012,,2002-01-24,2027-01-24,ACTIVE,455,41704156.0
BBMP/560100/0156,KS Leather Ltd,Anitha Reddy,FACTORY,"166/3, Main Road, Bommanahalli, Bengaluru, B'lore",Bommanahalli,189,560100,NFOHL6718M,29NFOHL6718M7ZK,9439130507,,2010-10-15,2027-10-15,CANCELLED,791,30642392.0
BBMP/560100/0157,Shree Metals Traders,Suresh Sharma,FOOD,"237/7, 3rd Main, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,181,560100,ZXNCZ0106P,29ZXNCZ0106P6Z5,9763413543,,2005-04-21,2027-04-21,ACTIVE,315,12128716.0
BBMP/560058/0158,Textiles Royal Group,Anitha Kumar,FOOD,"Cross Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,119,560058,ESGHV5033C,,9410823850,,1994-11-03,2027-11-03,ACTIVE,350,23111870.0
BBMP/560058/0160,New Furniture Factory,Ramesh Kumar,PHARMA,"231/5, 1st Cross, BEL Road, Bengaluru, B'lore",BEL Road,113,560058,AHAAV5816A,29AHAAV5816A2ZH,9676396891,,2003-08-24,2027-08-24,ACTIVE,658,22604896.0
BBMP/560058/0161,Star Paper & Co,Ramesh Sharma,FACTORY,"213/3, 1st Cross, Peenya Industrial Area, Bengaluru, B'lore",Peenya Industrial Area,19,560058,IPEPV3498T,,,,2014-09-22,2027-09-22,ACTIVE,634,41714361.0
BBMP/560100/0163,Valves Sunrise Private Limited,Rajesh Nair,FOOD,"Main Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,148,560100,,,9408525649,,2013-10-12,2027-10-12,ACTIVE,444,7713598.0
BBMP/560100/0164,Infosys Motors Limited,Rajesh Rao,GARMENT,"63/4, 2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,68,560100,WUGCV7039C,,9951176964,,2022-02-26,2027-02-26,SUSPENDED,787,41756400.0
BBMP/560058/0166,JSW Chemicals & Co,Suresh Kumar,FOOD,"160/9, Main Road, Peenya, Bengaluru, B'lore",Peenya,195,560058,PIPCX4483N,,,,2012-11-17,2027-11-17,ACTIVE,673,26816313.0
BBMP/560100/0167,Valves New Ltd,Suresh Nair,FACTORY,"Main Road, Hosur Road, Bengaluru, B'lore",Hosur Road,93,560100,YOFAT2323E,,9407171934,,2005-01-15,2027-01-15,ACTIVE,470,22773042.0
BBMP/560058/0168,Bangalore Motors Pvt. Ltd.,Anitha Reddy,PRINTING,"105/9, Ring Road, BEL Road, Bengaluru, 560058",BEL Road,42,560058,,,9520767461,,2014-11-22,2027-11-22,ACTIVE,635,31120184.0
BBMP/560058/0169,Textiles Royal Enterp,Ramesh Sharma,GARMENT,"Ring Road, Peenya Industrial Area, Bengaluru, B'lore",Peenya Industrial Area,22,560058,MPWCC6349E,29MPWCC6349E3ZO,9871127798,,1995-10-20,2027-10-20,ACTIVE,713,4320000.0
BBMP/560058/0170,Srinivasa Electricals Private Limited,Anitha Reddy,FACTORY,"Industrial Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,97,560058,KJCFX6444I,,9810659858,,1991-09-12,2027-09-12,CANCELLED,648,43898675.0
BBMP/560058/0171,Infosys Fabrics Private Limited,Ramesh Nair,FOOD,"1st Cross, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,13,560058,PHDHE4255P,29PHDHE4255P8Z5,9182325501,,1993-04-19,2027-04-19,CANCELLED,569,35005614.0
BBMP/560100/0172,Bangalore Auto Parts Manufacturers,Suresh Nair,FACTORY,"632/1, Factory Road, Hosur Road, Bengaluru, 560100",Hosur Road,190,560100,BHNHY1962K,29BHNHY1962K4ZQ,,,2015-03-22,2027-03-22,ACTIVE,375,21086481.0
BBMP/560100/0173,Bangalore Garments Works,Rajesh Rao,CHEMICAL,"Cross Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,120,560100,BYNFE2455S,29BYNFE2455S2ZS,9735411354,,2007-09-21,2027-09-21,ACTIVE,730,25221796.0
BBMP/560100/0174,Chemicals Lakshmi Factory,Priya Sharma,CHEMICAL,"258/5, Ring Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,18,560100,JHZAK6074N,29JHZAK6074N8ZD,9440857684,,1996-11-06,2027-11-06,ACTIVE,202,31621903.0
BBMP/560058/0176,Global Pharmaceuticals Traders,Rajesh Rao,FACTORY,"Main Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,151,560058,NUUAS1897Z,29NUUAS1897Z6ZI,9301410277,,2002-11-13,2027-11-13,ACTIVE,84,26824710.0
BBMP/560058/0177,Chemicals Srinivasa Manufacturers,Suresh Reddy,GARMENT,"663/1, Service Road, Peenya 1st Stage, Bengaluru, B'lore",Peenya 1st Stage,119,560058,,,9438290988,,1999-09-03,2027-09-03,ACTIVE,506,44652666.0
BBMP/560100/0178,New Plastics Ltd,Anitha Nair,GARMENT,"234/2, Ring Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,12,560100,PIHPJ2352S,,9539581506,,1992-05-28,2027-05-28,ACTIVE,624,26736427.0
BBMP/560100/0179,Infosys Valves Corporation,Rajesh Sharma,PRINTING,"2nd Cross, Hosur Road, Bengaluru, B'lore",Hosur Road,11,560100,FHQFZ0046S,29FHQFZ0046S4Z8,9219327344,,2001-09-13,2027-09-13,ACTIVE,392,35129188.0
BBMP/560100/0181,Premier Fabrics Limited,Ramesh Nair,FACTORY,"3rd Main, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,89,560100,CGSPT0498S,29CGSPT0498S9ZI,9658993516,,2000-11-09,2027-11-09,ACTIVE,552,10051854.0
BBMP/560100/0182,Royal Auto Parts Traders,Suresh Kumar,GARMENT,"168/3, Cross Road, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,110,560100,PLLFJ4084J,29PLLFJ4084J4Z9,9535162983,,1999-11-15,2027-11-15,ACTIVE,721,41395480.0
BBMP/560058/0183,Bangalore Plastics Limited,Rajesh Reddy,FACTORY,"163/7, Factory Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,181,560058,WPQFL0120W,,9376335709,,2016-12-06,2027-12-06,ACTIVE,334,11855730.0
BBMP/560100/0184,Wipro Electronics Ent,Rajesh Kumar,PHARMA,"Cross Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,15,560100,GVNAS6770E,29GVNAS6770E8Z0,9246729698,,2000-12-21,2027-12-21,ACTIVE,539,40900563.0
BBMP/560100/0185,Pharmaceuticals Mahalaxmi Corporation,Priya Rao,FOOD,"934/6, Main Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,156,560100,JGNHK0212X,29JGNHK0212X2ZU,9493775577,,1993-01-28,2027-01-28,ACTIVE,375,23413817.0
BBMP/560058/0186,Raghavendra Textiles Limited,Rajesh Kumar,PHARMA,"Service Road, Peenya Industrial Area, Bengaluru, B'lore",Peenya Industrial Area,147,560058,EINAX3453Z,29EINAX3453Z1ZB,9464311876,,2007-08-25,2027-08-25,ACTIVE,41,8795472.0
BBMP/560100/0187,Star Foods International,Ramesh Reddy,FACTORY,"Cross Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,157,560100,HOYAQ6939X,29HOYAQ6939X4ZZ,9163029065,,2019-07-05,2027-07-05,ACTIVE,675,22727592.0
BBMP/560058/0188,Indian Rubber Entp,Suresh Rao,FACTORY,"104/4, 3rd Main, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,99,560058,ZLZCJ8145P,29ZLZCJ8145P9Z6,9168802131,,2005-01-08,2027-01-08,ACTIVE,66,31985065.0
BBMP/560100/0189,Paints National International,Anitha Nair,PHARMA,"731/1, Factory Road, Bommanahalli, Bengaluru, B'lore",Bommanahalli,40,560100,PHMFW8212T,,9178934981,,2004-11-19,2027-11-19,ACTIVE,436,7465574.0
BBMP/560058/0190,Global Textiles Co,Anitha Rao,GARMENT,"694/7, Cross Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,7,560058,VCHFA0499B,,9639299276,,2019-01-24,2027-01-24,ACTIVE,110,8843823.0
BBMP/560100/0192,Mahalaxmi Cables Group,Priya Reddy,FOOD,"727/9, Factory Road, Hosur Road, Bengaluru, 560100",Hosur Road,64,560100,BYSCG5728J,29BYSCG5728J8Z5,,,2021-05-03,2027-05-03,ACTIVE,359,12049367.0
BBMP/560100/0193,Motors Modern Private Limited,Rajesh Nair,FACTORY,"913/1, Main Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,12,560100,FFCPT5723X,,,,2002-06-21,2027-06-21,ACTIVE,401,20882734.0
BBMP/560100/0194,United Electricals Entp,Rajesh Reddy,PHARMA,"531/7, 3rd Main, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,175,560100,LZJFS4433Z,,,,2013-01-18,2027-01-18,ACTIVE,665,5317564.0
BBMP/560100/0195,Foods Sunrise Traders,Anitha Reddy,FOOD,"375/8, Cross Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,157,560100,WRDHX3190S,29WRDHX3190S9Z0,9134208631,,2008-08-12,2027-08-12,ACTIVE,244,24797393.0
BBMP/560100/0197,Printing Premier Group,Anitha Rao,FACTORY,"Industrial Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,17,560100,,,9453162090,,1997-04-08,2027-04-08,ACTIVE,131,7332667.0
BBMP/560100/0198,Infosys Beverages Factory,Priya Nair,FOOD,"Ring Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,144,560100,IWLFI1376W,29IWLFI1376W5Z4,9781417367,,2020-05-05,2027-05-05,ACTIVE,393,14923840.0
BBMP/560058/0200,Janatha Valves International,Priya Kumar,FACTORY,"172/9, Main Road, Peenya, Bengaluru, 560058",Peenya,81,560058,OZUPZ8262W,,,,2004-11-27,2027-11-27,ACTIVE,90,19638435.0
BBMP/560058/0203,Furniture Peoples Corporation,Anitha Kumar,PRINTING,"Industrial Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,190,560058,DPKCU5594Z,,9423073649,,1995-10-24,2027-10-24,SUSPENDED,679,7018278.0
BBMP/560100/0204,Textiles Indian Pvt Ltd,Ramesh Sharma,GARMENT,"964/6, Main Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,6,560100,GJUCA3078P,29GJUCA3078P2ZP,9291692332,,2008-04-12,2027-04-12,SUSPENDED,578,13717170.0
BBMP/560058/0205,Paper Royal Pvt Ltd,Suresh Kumar,GARMENT,"697/4, Factory Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,115,560058,EXZAI1492Z,29EXZAI1492Z8ZB,9975160097,,1992-01-06,2027-01-06,ACTIVE,330,45169783.0
BBMP/560100/0206,Auto Venkateshwara Parts Corporation,Rajesh Reddy,FACTORY,"Main Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,54,560100,VNBPU2317B,29VNBPU2317B4ZK,9123098432,,2018-01-17,2027-01-17,ACTIVE,94,6836079.0
BBMP/560058/0207,Sri Beverages Works,Anitha Kumar,PHARMA,"353/2, 3rd Main, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,182,560058,MFFFY1935C,,9306872195,,2012-05-23,2027-05-23,ACTIVE,183,1067591.0
BBMP/560058/0209,Cables Shree Traders,Rajesh Kumar,FACTORY,"98/9, Cross Road, BEL Road, Bengaluru, 560058",BEL Road,181,560058,,,9124339625,,1995-04-09,2027-04-09,SUSPENDED,576,16121619.0
BBMP/560058/0210,Textiles JSW Factory,Rajesh Kumar,FACTORY,"Service Road, Peenya, Bengaluru, B'lore",Peenya,56,560058,QXZFY1514T,29QXZFY1514T9ZT,9203170908,,2013-03-01,2027-03-01,ACTIVE,194,48481832.0
BBMP/560058/0211,Cables New Indus,Rajesh Nair,FACTORY,"52/8, Cross Road, Peenya 1st Stage, Bengaluru, B'lore",Peenya 1st Stage,6,560058,,,,,1996-11-22,2027-11-22,CANCELLED,737,17359532.0
BBMP/560058/0213,Textiles Venkateshwara Mfrs,Ramesh Reddy,FACTORY,"59/3, 3rd Main, Peenya 2nd Stage, Bengaluru, B'lore",Peenya 2nd Stage,2,560058,,,9478924023,,1996-08-05,2027-08-05,ACTIVE,414,23615112.0
BBMP/560100/0215,Fabrics National Limited,Anitha Sharma,FOOD,"1st Cross, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,186,560100,RVXAL3793H,,9768852060,,2005-02-09,2027-02-09,ACTIVE,557,20894634.0
BBMP/560058/0216,Lakshmi Paints Co,Ramesh Rao,FACTORY,"3rd Main, Peenya, Bengaluru, B'lore",Peenya,30,560058,JEYCR6715K,29JEYCR6715K3ZC,9737736823,,1991-01-27,2027-01-27,CANCELLED,323,40978594.0
BBMP/560058/0217,Mahalaxmi Garments International,Anitha Nair,FACTORY,"Ring Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,68,560058,OJDFE5931U,,9135103118,,2022-12-20,2027-12-20,CANCELLED,83,39691875.0
BBMP/560100/0218,Bangalore Valves P Limited,Suresh Sharma,PRINTING,"797/6, Service Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,62,560100,SBRAP4882E,,9531915430,,1995-05-14,2027-05-14,ACTIVE,61,8807884.0
BBMP/560100/0219,Titan Metals Co,Anitha Rao,FACTORY,"3rd Main, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,121,560100,JKQAH1758C,,9371366323,,1995-11-21,2027-11-21,ACTIVE,125,22570560.0
BBMP/560100/0221,Beverages Infosys Manufacturers,Suresh Sharma,CHEMICAL,"549/2, Service Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,187,560100,HZEHK1132C,29HZEHK1132C3Z4,9725257477,,1992-12-04,2027-12-04,ACTIVE,348,6822150.0
BBMP/560058/0223,Bangalore Printing Corporation,Anitha Sharma,FACTORY,"Ring Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,100,560058,TOWCY0336H,29TOWCY0336H4Z5,9917531245,,2018-07-26,2027-07-26,SUSPENDED,581,7337904.0
BBMP/560100/0224,Rubber Royal Group,Priya Kumar,FACTORY,"Cross Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,151,560100,FRGAO4475U,29FRGAO4475U5ZV,9371142350,,2003-11-16,2027-11-16,ACTIVE,618,46123261.0
BBMP/560058/0225,Infosys Chemicals International,Rajesh Kumar,FACTORY,"Ring Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,98,560058,YMAFF5342A,29YMAFF5342A7ZJ,9724288498,,2010-01-20,2027-01-20,ACTIVE,322,22196676.0
BBMP/560058/0226,Pharmaceuticals Modern Co,Anitha Kumar,PRINTING,"776/9, 2nd Cross, BEL Road, Bengaluru, B'lore",BEL Road,194,560058,OSZPR8414U,29OSZPR8414U1ZJ,9133500613,,2002-07-28,2027-07-28,ACTIVE,637,34064824.0
BBMP/560100/0227,Bengaluru Foods Mfr,Priya Kumar,PHARMA,"Cross Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,143,560100,OKUAK5578H,,9706120270,,2005-09-22,2027-09-22,ACTIVE,436,4362227.0
BBMP/560100/0228,Mphasis Printing Factory,Priya Reddy,GARMENT,"1st Cross, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,121,560100,NFOAL6197T,,9655391325,,2001-01-06,2027-01-06,SUSPENDED,317,45729456.0
BBMP/560058/0229,Global Foods Group,Suresh Nair,PHARMA,"37/9, Service Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,147,560058,,,,,2016-12-12,2027-12-12,ACTIVE,395,20735941.0
BBMP/560058/0230,Shree Motors Enterp,Anitha Kumar,FACTORY,"527/3, Cross Road, Peenya, Bengaluru, B'lore",Peenya,103,560058,RZXHN5293Q,,,,2007-09-18,2027-09-18,SUSPENDED,619,15615205.0
BBMP/560100/0231,Wipro Rubber Inds,Priya Sharma,CHEMICAL,"Service Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,89,560100,,,,,1993-01-28,2027-01-28,CANCELLED,488,21212868.0
BBMP/560058/0232,KS Foundry Ltd,Priya Reddy,FACTORY,"1st Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,114,560058,,,9604457222,,2017-02-04,2027-02-04,ACTIVE,127,41647020.0
BBMP/560058/0233,Balaji Furniture Group,Rajesh Reddy,PRINTING,"990/1, Factory Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,169,560058,YZGHY2839T,29YZGHY2839T8ZZ,9165799992,,1993-05-09,2027-05-09,SUSPENDED,436,14829843.0
BBMP/560058/0234,Star Rubber Pvt Ltd,Rajesh Nair,FACTORY,"110/9, Cross Road, Peenya, Bengaluru, 560058",Peenya,165,560058,,,9115652371,,2004-08-05,2027-08-05,ACTIVE,581,39486183.0
BBMP/560058/0235,Modern Metals Co,Rajesh Rao,FACTORY,"152/5, Cross Road, BEL Road, Bengaluru, 560058",BEL Road,26,560058,TKGCM4407A,29TKGCM4407A3ZR,,,1999-09-20,2027-09-20,ACTIVE,416,35661168.0
BBMP/560100/0238,Modern Engineering Industries,Priya Reddy,CHEMICAL,"448/6, Factory Road, Bommanahalli, Bengaluru, B'lore",Bommanahalli,45,560100,OQOAX5818J,,,,2007-10-23,2027-10-23,ACTIVE,380,25753072.0
BBMP/560058/0241,Sunrise Fabrics Ltd,Anitha Sharma,FACTORY,"484/1, 2nd Cross, Peenya, Bengaluru, 560058",Peenya,188,560058,ZUOPZ0288X,,,,1999-12-25,2027-12-25,CANCELLED,512,25319134.0
BBMP/560058/0242,Mphasis Beverages Works,Priya Sharma,FOOD,"Industrial Road, BEL Road, Bengaluru, B'lore",BEL Road,107,560058,TJOHL6072J,29TJOHL6072J4ZX,9823291093,,2009-08-03,2027-08-03,ACTIVE,319,43884503.0
BBMP/560100/0244,Titan Motors Enterprises,Rajesh Sharma,FACTORY,"Service Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,144,560100,YNHFP1308J,29YNHFP1308J2ZQ,9314311676,,2000-07-05,2027-07-05,ACTIVE,129,8877179.0
BBMP/560100/0247,Lakshmi Leather Works,Ramesh Kumar,PRINTING,"Industrial Road, Hosur Road, Bengaluru, 560100",Hosur Road,31,560100,AHQAP4589F,,9906443132,,2001-03-15,2027-03-15,ACTIVE,682,47838169.0
BBMP/560100/0248,Leather New Factory,Anitha Rao,PRINTING,"925/2, Factory Road, Bommanahalli, Bengaluru, B'lore",Bommanahalli,148,560100,ISGHK9783M,29ISGHK9783M9ZH,,,2018-03-27,2027-03-27,ACTIVE,140,9673855.0
BBMP/560058/0249,Global Leather Pvt Ltd,Ramesh Reddy,FACTORY,"973/8, Main Road, BEL Road, Bengaluru, 560058",BEL Road,179,560058,HGSCV2819I,29HGSCV2819I4Z6,9135433100,,1991-06-18,2027-06-18,CANCELLED,229,26342039.0
BBMP/560100/0250,KS Garments Co,Anitha Reddy,PRINTING,"Service Road, Hosur Road, Bengaluru, 560100",Hosur Road,51,560100,MXCCD3560V,,,,1994-05-19,2027-05-19,ACTIVE,432,48134903.0
BBMP/560058/0251,Engg United Co,Rajesh Sharma,CHEMICAL,"650/9, Factory Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,70,560058,QXMCV7265B,29QXMCV7265B3ZU,9997621822,,1990-07-13,2027-07-13,ACTIVE,391,28571407.0
BBMP/560058/0252,Global Pumps International,Suresh Nair,PHARMA,"197/9, Cross Road, BEL Road, Bengaluru, 560058",BEL Road,183,560058,OBCAF5865Y,,9600907362,,2022-09-05,2027-09-05,ACTIVE,534,3275539.0
BBMP/560058/0253,Sri Garments Ltd,Ramesh Nair,PRINTING,"422/4, Ring Road, Peenya, Bengaluru, 560058",Peenya,159,560058,VTGPI2422G,,,,1991-11-18,2027-11-18,ACTIVE,797,25183097.0
BBMP/560058/0254,Venkateshwara Pumps & Co,Rajesh Nair,GARMENT,"Cross Road, BEL Road, Bengaluru, 560058",BEL Road,80,560058,NADHG2081E,29NADHG2081E2ZH,9867868605,,2019-05-16,2027-05-16,ACTIVE,280,29637481.0
BBMP/560058/0258,Southern Textiles International,Priya Reddy,PRINTING,"475/3, Industrial Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,51,560058,KQXAG7686M,29KQXAG7686M3ZR,,,2011-08-23,2027-08-23,ACTIVE,202,35899818.0
BBMP/560058/0259,Venkateshwara Printing & Co,Ramesh Reddy,CHEMICAL,"904/5, Industrial Road, Peenya Industrial Area, Bengaluru, B'lore",Peenya Industrial Area,134,560058,COOFI4989C,29COOFI4989C8ZM,9657818334,,2014-03-03,2027-03-03,ACTIVE,169,42813570.0
BBMP/560058/0260,Mahalaxmi Chemicals Pvt Ltd,Ramesh Kumar,FOOD,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,52,560058,XVAHQ2486Q,,9466600933,,2020-05-01,2027-05-01,ACTIVE,121,13778667.0
BBMP/560100/0261,Wipro Cables Factory,Anitha Nair,GARMENT,"Ring Road, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,89,560100,WFSHW0766K,29WFSHW0766K2ZF,9299132687,,1990-01-01,2027-01-01,ACTIVE,32,4432134.0
BBMP/560058/0262,Engineering Janatha Traders,Rajesh Sharma,PHARMA,"3rd Main, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,184,560058,GFXPU9823R,29GFXPU9823R3ZZ,,,2010-08-11,2027-08-11,ACTIVE,705,25743414.0
BBMP/560100/0263,Plastics Royal Mfr,Suresh Nair,CHEMICAL,"737/4, 3rd Main, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,186,560100,LJAFS2556F,29LJAFS2556F3ZB,9814019140,,1990-02-16,2027-02-16,SUSPENDED,245,43982621.0
BBMP/560058/0265,JSW Fabrics Corporation,Anitha Rao,FOOD,"2nd Cross, Peenya, Bengaluru, 560058",Peenya,5,560058,ZNUHA0029H,,,,1992-01-12,2027-01-12,ACTIVE,679,17846357.0
BBMP/560058/0266,Auto Royal Parts Co,Rajesh Nair,GARMENT,"Ring Road, Yeshwanthpur, Bengaluru, B'lore",Yeshwanthpur,72,560058,,,9282546327,,2011-04-05,2027-04-05,SUSPENDED,495,28475361.0
BBMP/560058/0267,Srinivasa Motors Ltd,Anitha Rao,PRINTING,"364/7, 1st Cross, Peenya, Bengaluru, 560058",Peenya,69,560058,,,9766894501,,2015-08-21,2027-08-21,ACTIVE,187,23932563.0
BBMP/560058/0268,Raghavendra Ceramics International,Anitha Reddy,FACTORY,"1st Cross, Peenya, Bengaluru, B'lore",Peenya,113,560058,GNZHL2374Z,29GNZHL2374Z7Z7,,,2005-03-12,2027-03-12,ACTIVE,233,16322739.0
BBMP/560100/0269,Mphasis Plastics Ent,Ramesh Sharma,FACTORY,"Main Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,91,560100,PKRCC1475E,29PKRCC1475E8ZJ,9745113029,,2017-02-11,2027-02-11,ACTIVE,510,39060973.0
BBMP/560058/0272,New Ceramics Private Limited,Ramesh Reddy,FACTORY,"853/8, Service Road, Yeshwanthpur, Bengaluru, B'lore",Yeshwanthpur,149,560058,HPDFR9019L,29HPDFR9019L2Z4,,,1999-06-12,2027-06-12,ACTIVE,38,18624139.0
BBMP/560100/0273,Premier Foundry Corporation,Rajesh Sharma,FOOD,"661/7, 3rd Main, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,132,560100,XNWHF4127E,29XNWHF4127E2ZV,9999777954,,2006-10-22,2027-10-22,ACTIVE,336,8329716.0
BBMP/560100/0274,Raghavendra Engineering Works,Priya Kumar,GARMENT,"Factory Road, Bommanahalli, Bengaluru, B'lore",Bommanahalli,159,560100,SHNPY6774F,29SHNPY6774F8ZO,9945398612,,2019-06-08,2027-06-08,ACTIVE,792,10845363.0
BBMP/560100/0275,Sunrise Electronics & Co,Priya Kumar,PHARMA,"Industrial Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,96,560100,,,,,2009-10-02,2027-10-02,SUSPENDED,632,20263579.0
BBMP/560058/0276,Chemicals Balaji Ent,Priya Nair,PRINTING,"109/4, Service Road, BEL Road, Bengaluru, 560058",BEL Road,124,560058,AQEFN1960C,29AQEFN1960C2ZA,9141438179,,2020-01-04,2027-01-04,ACTIVE,530,22385494.0
BBMP/560058/0277,Packaging Balaji P Limited,Rajesh Sharma,CHEMICAL,"689/7, Factory Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,80,560058,RKBFA6260U,,,,2000-11-10,2027-11-10,ACTIVE,611,16467239.0
BBMP/560058/0278,Sunrise Valves Pvt Ltd,Suresh Nair,FACTORY,"Industrial Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,193,560058,ETHAB5796Y,29ETHAB5796Y5ZJ,9131544231,,2018-01-07,2027-01-07,ACTIVE,635,27872981.0
